Products,Manufacturer,Manufacturing type,City,Country,Activeness,Volume,Lat,Long
Sdmbhsaqanffosgc,Farqppxolrdnuusx,Downstream,Clifton,United States,Unconfirmed,251.8100586,2.080157578,-42.62032735
Asqvbtqfllbtyjcw,Sdmbhsaqanffosgc,Upstream,Beijing,China,Yes,581.8760246,-35.4609539,1.350199751
Qdodbsiabyspcimm,Asqvbtqfllbtyjcw,Downstream,Mumbai,India,Unconfirmed,755.2647573,24.86045545,-52.75838321
Awkwbmqiearqtejv,Qdodbsiabyspcimm,Upstream,Berlin,Germany,Unconfirmed,977.5261832,-6.188064011,30.41804555
Pdavfrjsbjsisctf,Awkwbmqiearqtejv,Upstream,Fairfax,United States,Yes,728.1239562,11.30316582,-16.19040841
Cuhbafbegcpjhgdl,Pdavfrjsbjsisctf,Downstream,Clifton,United States,Yes,984.3901305,-31.00167531,-80.58910597
Pnxuhmwzszyiiwum,Cuhbafbegcpjhgdl,Upstream,Beijing,China,Unconfirmed,807.4171827,-15.81540293,-1.418028665
Ynwoefxqdhfeqsdg,Pnxuhmwzszyiiwum,Downstream,Mumbai,India,Unconfirmed,229.6133969,-29.70460439,-73.60188595
Myjykojiuujuhanw,Ynwoefxqdhfeqsdg,Upstream,Berlin,Germany,Yes,589.1843724,-10.38269939,-87.84867817
Modchkrwedaswofp,Myjykojiuujuhanw,Upstream,Fairfax,United States,Yes,720.916464,34.94541346,-69.60581898
Pazsiugdkybmpilf,Modchkrwedaswofp,Downstream,Clifton,United States,Unconfirmed,92.04689566,-24.10352462,-89.58800021
Ibikpwruawsdyalm,Pazsiugdkybmpilf,Upstream,Beijing,China,Yes,558.2525896,36.94644481,32.15507708
Vcdcvcnbeghrehql,Ibikpwruawsdyalm,Downstream,Mumbai,India,Unconfirmed,364.0496521,33.61542289,-40.28499156
Sivdzqlesczrhxvl,Vcdcvcnbeghrehql,Upstream,Berlin,Germany,Yes,757.6531702,-5.68638932,45.21035764
Auspmmcnqrkkghuc,Sivdzqlesczrhxvl,Upstream,Fairfax,United States,Yes,255.7505408,11.58192284,-60.05726387
Lbgctquaqytjorzw,Auspmmcnqrkkghuc,Downstream,Clifton,United States,Unconfirmed,424.8831212,-26.8236485,-32.80578436
Nudmuatrcqpefxzt,Lbgctquaqytjorzw,Upstream,Beijing,China,Unconfirmed,116.9938049,-16.28444362,66.45958175
Nfpwkhekbudkgycf,Nudmuatrcqpefxzt,Downstream,Mumbai,India,Unconfirmed,905.2848278,-31.62987881,-57.5302883
Xaphutiupegjhoqh,Nfpwkhekbudkgycf,Upstream,Berlin,Germany,Yes,48.71501542,-8.133954172,-36.21481513
Wkmwnvgrccvpquzf,Xaphutiupegjhoqh,Upstream,Fairfax,United States,Unconfirmed,861.8834407,26.91713018,87.56454376
Sljvohwycmsvlhwm,Wkmwnvgrccvpquzf,Downstream,Clifton,United States,Unconfirmed,373.2064161,36.90779145,30.01023633
Qfdznniudvkqtxsv,Sljvohwycmsvlhwm,Upstream,Beijing,China,Unconfirmed,621.3014837,7.9546713,2.58639657
Rdstrqlijvgavwxb,Qfdznniudvkqtxsv,Downstream,Mumbai,India,Yes,626.6486616,14.14256553,87.40263072
Ythrvmlhvnqrxgjt,Rdstrqlijvgavwxb,Upstream,Berlin,Germany,Unconfirmed,962.874215,38.18112728,-89.03961807
Xuafcpwpjgtyzufy,Ythrvmlhvnqrxgjt,Upstream,Fairfax,United States,Yes,532.3383723,31.18495953,-3.568365953
Gflulhvxhavfpheg,Xuafcpwpjgtyzufy,Downstream,Clifton,United States,Unconfirmed,173.3871004,15.95567196,-14.71524867
Bsdwekztlizeotba,Gflulhvxhavfpheg,Upstream,Beijing,China,Unconfirmed,149.7478624,-8.917332554,66.67322631
Blsraufozqngtzbe,Bsdwekztlizeotba,Downstream,Mumbai,India,Yes,574.8143775,40.70003208,-52.21183667
Rlmaunwvwrhvnjdj,Blsraufozqngtzbe,Upstream,Berlin,Germany,Yes,32.15797627,-30.45281212,-64.0635352
Epbsssztszpuebhi,Rlmaunwvwrhvnjdj,Upstream,Fairfax,United States,Yes,404.3510177,43.94828984,-23.02922843
Jsmvdodzikvvrtix,Epbsssztszpuebhi,Downstream,Clifton,United States,Unconfirmed,956.880076,-33.62011291,39.62786843
Dyibajuqzecgprpz,Jsmvdodzikvvrtix,Upstream,Beijing,China,Yes,599.4846295,-8.998570855,87.91301694
Fpleubvdukggmlgx,Dyibajuqzecgprpz,Downstream,Mumbai,India,Yes,38.9618244,36.37302038,0.279050194
Zczhdbehzattlkbr,Fpleubvdukggmlgx,Upstream,Berlin,Germany,Yes,515.1121296,33.79279271,10.70446423
Sfxpoqubgdmobhuc,Zczhdbehzattlkbr,Upstream,Fairfax,United States,Yes,256.4528885,43.1043189,-39.58241665
Lnpdsxxippbxbikb,Sfxpoqubgdmobhuc,Downstream,Clifton,United States,Unconfirmed,619.8353483,-26.04332778,-62.96975799
Xwvvvjvyhbeuiaqx,Lnpdsxxippbxbikb,Upstream,Beijing,China,Unconfirmed,776.5028487,-15.57666573,78.7979007
Bhhtwpbdfupipfmg,Xwvvvjvyhbeuiaqx,Downstream,Mumbai,India,Yes,455.711052,39.44173082,65.16104829
Mdpoplpviyfdjdyt,Bhhtwpbdfupipfmg,Upstream,Berlin,Germany,Yes,936.0662349,31.52028153,-3.800443731
Rkmhipbyjgswzuub,Mdpoplpviyfdjdyt,Upstream,Fairfax,United States,Yes,439.4471279,-36.8196018,16.67627592
Mbovvxytbfidtazf,Rkmhipbyjgswzuub,Downstream,Clifton,United States,Yes,348.7483089,36.13509726,-39.4776384
Iroauleygptbzaru,Mbovvxytbfidtazf,Upstream,Beijing,China,Yes,541.7909332,-44.82819773,44.4319302
Hbytxnlstvoeaukl,Iroauleygptbzaru,Downstream,Mumbai,India,Yes,467.514786,3.374568753,-70.66192885
Pgmdvzqjulfywddp,Hbytxnlstvoeaukl,Upstream,Berlin,Germany,Yes,267.7606052,37.7627231,47.79042846
Wyjgqbhnrefdlvdo,Pgmdvzqjulfywddp,Upstream,Fairfax,United States,Unconfirmed,629.8191951,-28.62654876,-18.77180081
Rrsmvehsczubczjv,Wyjgqbhnrefdlvdo,Downstream,Clifton,United States,Yes,550.1461212,10.60686525,-26.30221647
Fhztxltsjxhrtdqq,Rrsmvehsczubczjv,Upstream,Beijing,China,Unconfirmed,295.133139,-18.3798217,-88.07087018
Ajrgwtrxmyochxog,Fhztxltsjxhrtdqq,Downstream,Mumbai,India,Unconfirmed,843.8122889,-30.98793916,71.38694061
Mhhfqlpnmiobloih,Ajrgwtrxmyochxog,Upstream,Berlin,Germany,Unconfirmed,298.9684326,-24.80188022,47.36380047
Bukpltozsilqnjwx,Mhhfqlpnmiobloih,Upstream,Fairfax,United States,Unconfirmed,172.4559181,40.770004,-32.36585475
Oxogbnnscmvrilrm,Bukpltozsilqnjwx,Downstream,Clifton,United States,Unconfirmed,753.0518449,10.55582567,-89.11816562
Nxvfhgmjckkpifii,Oxogbnnscmvrilrm,Upstream,Beijing,China,Yes,995.6137492,-32.70238667,71.25928115
Jigywcywogtyxewt,Nxvfhgmjckkpifii,Downstream,Mumbai,India,Yes,744.5393901,30.82325662,24.52748347
Bsvfmicksfzfimzw,Jigywcywogtyxewt,Upstream,Berlin,Germany,Yes,567.1295927,23.28403403,68.25722998
Kziulxwsqgyhmyic,Bsvfmicksfzfimzw,Upstream,Fairfax,United States,Unconfirmed,334.060621,32.83726674,-86.36250015
Xhltjvsjsphjemcd,Kziulxwsqgyhmyic,Downstream,Clifton,United States,Unconfirmed,324.0749538,-24.95576975,86.79859935
Rilitdafonjzhoeq,Xhltjvsjsphjemcd,Upstream,Beijing,China,Yes,620.1871575,22.45632526,74.63429332
Vrgdijheoxulpjmr,Rilitdafonjzhoeq,Downstream,Mumbai,India,Unconfirmed,831.6169464,11.41545872,-28.77136613
Hvsqdfbrnhrjaohc,Vrgdijheoxulpjmr,Upstream,Berlin,Germany,Unconfirmed,589.7260234,18.36831593,67.03923767
Fzikruainonfnoka,Hvsqdfbrnhrjaohc,Upstream,Fairfax,United States,Unconfirmed,349.7332729,41.53369733,-0.684693059
Utmeoqfrbairzgga,Fzikruainonfnoka,Downstream,Clifton,United States,Unconfirmed,855.6306593,-5.258522173,53.26368051
Vuppqroqzkjwxyvf,Utmeoqfrbairzgga,Upstream,Beijing,China,Unconfirmed,34.3357184,-26.89913618,-22.75978334
Csvmyhqtqwzlppab,Vuppqroqzkjwxyvf,Downstream,Mumbai,India,Unconfirmed,650.945024,19.29608007,89.07083927
Xgkfmapypzfhwmdc,Csvmyhqtqwzlppab,Upstream,Berlin,Germany,Unconfirmed,680.49765,7.459611258,78.86511923
Mjovxdfjeldhwfzj,Xgkfmapypzfhwmdc,Upstream,Fairfax,United States,Unconfirmed,352.2586648,-6.959709032,25.46507958
Wfxsgxuiybcsgevy,Mjovxdfjeldhwfzj,Downstream,Clifton,United States,Unconfirmed,480.4656937,6.359815632,59.63507157
Rvvhpjdiluxktxgh,Wfxsgxuiybcsgevy,Upstream,Beijing,China,Unconfirmed,36.55550825,3.878663025,-46.81842566
Yidikzondsqkfbyk,Rvvhpjdiluxktxgh,Downstream,Mumbai,India,Yes,494.190165,-44.83957411,-17.4239431
Tldhpjoujryvsyjv,Yidikzondsqkfbyk,Upstream,Berlin,Germany,Unconfirmed,364.7334153,-29.40495865,-50.07731318
Fmxqgegzzwlfxubt,Tldhpjoujryvsyjv,Upstream,Fairfax,United States,Unconfirmed,874.1049378,-39.32882017,51.48647073
Aourjtudzwxoowyf,Fmxqgegzzwlfxubt,Downstream,Clifton,United States,Yes,233.0050147,17.89770961,48.44270696
Npebgaltauoutgkf,Aourjtudzwxoowyf,Upstream,Beijing,China,Unconfirmed,807.2595837,44.41120952,69.29387659
Ayovxqhbivecogqw,Npebgaltauoutgkf,Downstream,Mumbai,India,Yes,930.7357323,3.311685781,-60.66076078
Uokskffigthjcymb,Ayovxqhbivecogqw,Upstream,Berlin,Germany,Yes,675.2152604,32.05044613,-83.17246568
Ygjqqonndsutnbmt,Uokskffigthjcymb,Upstream,Fairfax,United States,Unconfirmed,621.4149612,0.278036684,28.62111
Upbpbvwahapqzrmd,Ygjqqonndsutnbmt,Downstream,Clifton,United States,Unconfirmed,657.0028202,-30.83934124,43.68368034
Iitatlxrgvuyavsd,Upbpbvwahapqzrmd,Upstream,Beijing,China,Unconfirmed,415.8160076,17.4248738,58.24509993
Quexzuqpmcxlmjvq,Iitatlxrgvuyavsd,Downstream,Mumbai,India,Unconfirmed,589.9947141,14.79694305,15.0498032
Rviflxgsrqtypnvs,Quexzuqpmcxlmjvq,Upstream,Berlin,Germany,Unconfirmed,680.2703084,-10.29826379,56.20310533
Vcntuxetdlccfbcg,Rviflxgsrqtypnvs,Upstream,Fairfax,United States,Yes,188.7452678,-40.33873485,18.83529297
Maklanxpldxahhaw,Vcntuxetdlccfbcg,Downstream,Clifton,United States,Yes,635.3937357,-26.58854411,43.9243414
Iqsvrtkqrsbavjtk,Maklanxpldxahhaw,Upstream,Beijing,China,Unconfirmed,430.013309,15.43399396,52.78999027
Vrgwmfkhomwxjdap,Iqsvrtkqrsbavjtk,Downstream,Mumbai,India,Unconfirmed,611.4844002,29.68104673,56.21728899
Aywquervexmylzqj,Vrgwmfkhomwxjdap,Upstream,Berlin,Germany,Yes,524.1907443,40.88745523,-3.496792307
Udyfluyzqiwadswd,Aywquervexmylzqj,Upstream,Fairfax,United States,Yes,515.0221987,20.90918342,-8.723297713
Plmbvahrnsusnmiv,Udyfluyzqiwadswd,Downstream,Clifton,United States,Unconfirmed,177.0238676,35.10415435,-37.22896332
Vzhddhhuhudrctgf,Plmbvahrnsusnmiv,Upstream,Beijing,China,Unconfirmed,354.7330929,-3.076984582,52.80006371
Nuducmkoudukwfzh,Vzhddhhuhudrctgf,Downstream,Mumbai,India,Unconfirmed,840.3901568,-0.357664209,70.78589855
Buormwpllnjxkwmv,Nuducmkoudukwfzh,Upstream,Berlin,Germany,Unconfirmed,24.06928279,0.542249051,34.76293572
Qniqwodywxdlvnrd,Buormwpllnjxkwmv,Upstream,Fairfax,United States,Yes,521.452622,-35.20317888,-1.97933486
Ingicydcedybjncq,Qniqwodywxdlvnrd,Downstream,Clifton,United States,Yes,926.3621758,-38.09518186,-34.11087728
Flqkboioxsemhrin,Ingicydcedybjncq,Upstream,Beijing,China,Yes,167.3469706,-33.99296764,-7.047376644
Chwmbdanjspxnrnd,Flqkboioxsemhrin,Downstream,Mumbai,India,Unconfirmed,728.8052298,18.89450727,36.17490052
Xoctkajkgyflpokv,Chwmbdanjspxnrnd,Upstream,Berlin,Germany,Yes,562.7001388,24.5784531,85.55597704
Vohedugkrovivwln,Xoctkajkgyflpokv,Upstream,Fairfax,United States,Unconfirmed,335.4737539,-0.062668765,-43.89595678
Zrrvogpelsdrwxbp,Vohedugkrovivwln,Downstream,Clifton,United States,Unconfirmed,223.2474537,-20.77421063,42.45578511
Okvaoausosclgzgd,Zrrvogpelsdrwxbp,Upstream,Beijing,China,Unconfirmed,569.5316526,7.730946809,58.94132504
Sgsadpdgrmldsujy,Okvaoausosclgzgd,Downstream,Mumbai,India,Unconfirmed,218.9407612,-31.49192196,51.81603343
Bsybcpgxautpcdnn,Sgsadpdgrmldsujy,Upstream,Berlin,Germany,Unconfirmed,248.8395981,9.79362416,-16.24122163
Xiwnkfzprejlnbdp,Bsybcpgxautpcdnn,Upstream,Fairfax,United States,Unconfirmed,814.4126032,35.82391802,-0.709184071
Dtwgdivpfzxgddra,Xiwnkfzprejlnbdp,Downstream,Clifton,United States,Unconfirmed,804.7559839,-38.39228167,53.50553123
Mlxocunwyrgmqmdt,Dtwgdivpfzxgddra,Upstream,Beijing,China,Yes,468.9385964,-12.65765796,-59.0874153
Obmcobqxojoqsqzu,Mlxocunwyrgmqmdt,Downstream,Mumbai,India,Yes,793.1883907,1.524792808,85.08623127
Rehpipdmvotrziww,Obmcobqxojoqsqzu,Upstream,Berlin,Germany,Yes,302.0400881,-23.0855839,24.32978246
Tiudbiibbgehkroj,Rehpipdmvotrziww,Upstream,Fairfax,United States,Yes,578.4322459,22.16216254,14.29493828
Kjdauhyzuapyxkrs,Tiudbiibbgehkroj,Downstream,Clifton,United States,Unconfirmed,598.4429429,-26.88809518,44.51057839
Xllbljnhzdcsxfli,Kjdauhyzuapyxkrs,Upstream,Beijing,China,Yes,375.5118374,-24.51489568,-23.35793086
Yqtdtzxfnfilhvqo,Xllbljnhzdcsxfli,Downstream,Mumbai,India,Yes,205.2019033,-29.60736129,-37.04907062
Koxgnijqbsgksjic,Yqtdtzxfnfilhvqo,Upstream,Berlin,Germany,Unconfirmed,399.6531402,-6.549061455,35.10512256
Mzucdbxwelvccvxw,Koxgnijqbsgksjic,Upstream,Fairfax,United States,Yes,64.39845644,-7.064460205,10.34069098
Vemjmhzyrypolbem,Mzucdbxwelvccvxw,Downstream,Clifton,United States,Unconfirmed,725.3518254,3.813400265,75.50905657
Hpfvwnwqamyuupxr,Vemjmhzyrypolbem,Upstream,Beijing,China,Unconfirmed,264.5590289,9.593501449,-10.34287985
Ifidziadpcnueesv,Hpfvwnwqamyuupxr,Downstream,Mumbai,India,Unconfirmed,746.2970526,25.86050466,70.42400867
Zyhddsrxeeuxcnfj,Ifidziadpcnueesv,Upstream,Berlin,Germany,Yes,337.4998259,-12.63352504,-88.25786367
Pbaotxzkgrhtlrcz,Zyhddsrxeeuxcnfj,Upstream,Fairfax,United States,Unconfirmed,998.413547,37.96190954,51.3796716
Cgsncqhanabjrdsq,Pbaotxzkgrhtlrcz,Downstream,Clifton,United States,Unconfirmed,81.26660395,44.40947838,30.51458638
Ivasmubhbaepjtrh,Cgsncqhanabjrdsq,Upstream,Beijing,China,Unconfirmed,621.9782344,43.2382153,-3.749603422
Mgbmvjmqrjregkua,Ivasmubhbaepjtrh,Downstream,Mumbai,India,Unconfirmed,239.8296044,-7.619657477,89.58318139
Iiremoifzsfkazig,Mgbmvjmqrjregkua,Upstream,Berlin,Germany,Unconfirmed,565.8360317,10.1070276,-26.92299636
Tjsttrgxhhivfoet,Iiremoifzsfkazig,Upstream,Fairfax,United States,Yes,346.5871514,-8.064231753,29.07353508
Fqoojavgpthdwueh,Tjsttrgxhhivfoet,Downstream,Clifton,United States,Yes,181.6396271,44.68178903,14.03314514
Xmeltfhdzzsdiexm,Fqoojavgpthdwueh,Upstream,Beijing,China,Yes,20.4190325,-11.22916767,19.36137236
Ziwbndneangmydwc,Xmeltfhdzzsdiexm,Downstream,Mumbai,India,Yes,582.98007,30.2289713,-50.5287949
Xxxmkneyhybnvtgm,Ziwbndneangmydwc,Upstream,Berlin,Germany,Yes,505.3584913,19.31202371,49.76871696
Mflpzypeznbyffoh,Xxxmkneyhybnvtgm,Upstream,Fairfax,United States,Unconfirmed,889.7075301,-31.45047446,-14.0290125
Awiunwgwkdfedkwb,Mflpzypeznbyffoh,Downstream,Clifton,United States,Yes,670.3193046,36.37256601,-55.47996766
Flwzvhqfiljcvryv,Awiunwgwkdfedkwb,Upstream,Beijing,China,Yes,939.0882152,14.09716669,36.47724952
Poarcuajtlalalnz,Flwzvhqfiljcvryv,Downstream,Mumbai,India,Unconfirmed,793.1043107,-16.06004145,61.633703
Hvdycbiwtbbytzla,Poarcuajtlalalnz,Upstream,Berlin,Germany,Unconfirmed,446.7325818,25.51066463,-24.89257333
Jrlsdcomdjgiwvkp,Hvdycbiwtbbytzla,Upstream,Fairfax,United States,Yes,525.4377641,17.84366908,33.74143474
Vcuihbdecckxaepj,Jrlsdcomdjgiwvkp,Downstream,Clifton,United States,Unconfirmed,672.0591067,24.15886228,4.348761241
Tjqrrisfvsiwwrnb,Vcuihbdecckxaepj,Upstream,Beijing,China,Unconfirmed,896.4137892,-6.249535702,-29.49144133
Cqzzokrqjypgisao,Tjqrrisfvsiwwrnb,Downstream,Mumbai,India,Yes,979.1070673,33.39050206,-60.91088976
Batzjooolhdnnhuy,Cqzzokrqjypgisao,Upstream,Berlin,Germany,Yes,473.33882,-27.45296261,-3.94542287
Mxmouaxwfmjmhbnq,Batzjooolhdnnhuy,Upstream,Fairfax,United States,Unconfirmed,259.2815048,-24.40018654,88.27891404
Lszjsjznnahavuca,Mxmouaxwfmjmhbnq,Downstream,Clifton,United States,Yes,448.2657542,-35.4767924,-54.56037079
Zemaxglwlpvjpdoa,Lszjsjznnahavuca,Upstream,Beijing,China,Yes,643.5588293,16.15777404,-47.01341718
Vhkzgkpgqpamlzqs,Zemaxglwlpvjpdoa,Downstream,Mumbai,India,Yes,756.5134614,26.57663074,5.48248881
Ahrrfzejlzfvhvou,Vhkzgkpgqpamlzqs,Upstream,Berlin,Germany,Yes,958.7123621,-1.453458222,-17.54646437
Uryjjkofpwjzpmgu,Ahrrfzejlzfvhvou,Upstream,Fairfax,United States,Unconfirmed,858.140808,13.73702162,-73.17460608
Curdrflwadmksyvv,Uryjjkofpwjzpmgu,Downstream,Clifton,United States,Unconfirmed,932.8823408,-30.54955406,-23.79518707
Czzilssfjysbncwl,Curdrflwadmksyvv,Upstream,Beijing,China,Yes,93.15247216,13.44782352,80.21959022
Ltymdrgjkkgocpnd,Czzilssfjysbncwl,Downstream,Mumbai,India,Yes,775.2032292,24.77215102,49.06471853
Ymzfktkdmyymhzlr,Ltymdrgjkkgocpnd,Upstream,Berlin,Germany,Unconfirmed,161.7408554,40.06726583,52.84314006
Sjzsnnzquibszual,Ymzfktkdmyymhzlr,Upstream,Fairfax,United States,Unconfirmed,331.9641148,-41.37432492,-65.36377417
Wwqzsuyerjoasazq,Sjzsnnzquibszual,Downstream,Clifton,United States,Yes,839.9285586,-8.315010658,7.743254883
Dldzjztnupeatfqm,Wwqzsuyerjoasazq,Upstream,Beijing,China,Unconfirmed,558.0366022,-13.79279194,-31.17048103
Gggclrzahtpzbbue,Dldzjztnupeatfqm,Downstream,Mumbai,India,Unconfirmed,294.6837951,18.47923176,-85.78806122
Ixpvisbsfdqkolec,Gggclrzahtpzbbue,Upstream,Berlin,Germany,Yes,541.6778685,-1.164362308,-16.59049792
Abggyrhqyubyjsnd,Ixpvisbsfdqkolec,Upstream,Fairfax,United States,Yes,327.2876315,13.86567287,-18.29359207
Pxmwascmeoopzuaj,Abggyrhqyubyjsnd,Downstream,Clifton,United States,Yes,115.9694924,-43.40508406,42.3413234
Txfcliwbyipcrbye,Pxmwascmeoopzuaj,Upstream,Beijing,China,Unconfirmed,542.6585515,-41.11155868,-17.63396752
Kbpnhmnbfmbmislb,Txfcliwbyipcrbye,Downstream,Mumbai,India,Unconfirmed,617.8598909,19.84226342,-41.54165678
Jcnwlkpcoqzeirub,Kbpnhmnbfmbmislb,Upstream,Berlin,Germany,Unconfirmed,889.7701293,-23.16595246,-40.62333611
Wbkcrlmbondhonmd,Jcnwlkpcoqzeirub,Upstream,Fairfax,United States,Yes,688.5725361,16.36105293,-63.50080428
Kcwguyldynauobdy,Wbkcrlmbondhonmd,Downstream,Clifton,United States,Unconfirmed,930.3091128,13.38060851,31.98177857
Nkearkavjfqyuoiq,Kcwguyldynauobdy,Upstream,Beijing,China,Unconfirmed,92.55875371,23.94235323,28.04587241
Jmzovaewebneuavt,Nkearkavjfqyuoiq,Downstream,Mumbai,India,Unconfirmed,311.0158176,35.17797778,-9.451359684
Bwxmomzqfhlglqeh,Jmzovaewebneuavt,Upstream,Berlin,Germany,Yes,347.5865339,9.386692304,-34.62052481
Yolnapmwblwbecmh,Bwxmomzqfhlglqeh,Upstream,Fairfax,United States,Yes,484.1008363,19.30880375,76.83546131
Imitjzabeyjtzegf,Yolnapmwblwbecmh,Downstream,Clifton,United States,Yes,308.6236049,-18.72169525,-35.23410981
Yzxxvcbcdymilhmv,Imitjzabeyjtzegf,Upstream,Beijing,China,Unconfirmed,837.9140662,-24.59440819,41.62159984
Lzxdqkddclsvienb,Yzxxvcbcdymilhmv,Downstream,Mumbai,India,Yes,495.7605524,12.00475256,42.24252386
Omanvygimvqnfxnw,Lzxdqkddclsvienb,Upstream,Berlin,Germany,Unconfirmed,796.5007882,-0.932299109,-89.31503018
Kyzcshbsfxhbkbfc,Omanvygimvqnfxnw,Upstream,Fairfax,United States,Yes,724.2136833,17.26147435,-35.03975092
Adqcytfzqrashnmr,Kyzcshbsfxhbkbfc,Downstream,Clifton,United States,Yes,455.6934054,23.81164041,4.225392664
Aktxvvdcqkygpnmn,Adqcytfzqrashnmr,Upstream,Beijing,China,Yes,426.4346159,2.809552879,39.45754657
Pgxggotpdjsguone,Aktxvvdcqkygpnmn,Downstream,Mumbai,India,Yes,167.3210717,23.60665656,-21.66121415
Rthcyafxtdkjuxzo,Pgxggotpdjsguone,Upstream,Berlin,Germany,Yes,512.3691842,35.77958042,87.13527852
Qqusldhxlqlmssxk,Rthcyafxtdkjuxzo,Upstream,Fairfax,United States,Unconfirmed,572.8317677,11.90697957,82.28523306
Mvsrywdxdsvwusoq,Qqusldhxlqlmssxk,Downstream,Clifton,United States,Unconfirmed,836.510948,-22.58553889,-64.07671046
Agqheiaaoiwfzjgo,Mvsrywdxdsvwusoq,Upstream,Beijing,China,Unconfirmed,464.3922907,23.29255564,-58.35421616
Tidngvtzjnymgpwi,Agqheiaaoiwfzjgo,Downstream,Mumbai,India,Unconfirmed,390.1067568,25.94423664,-88.09407559
Mqmxyzdiajfmjdaw,Tidngvtzjnymgpwi,Upstream,Berlin,Germany,Unconfirmed,147.698099,-18.83934931,75.69506253
Yzkhhdazplqqkioq,Mqmxyzdiajfmjdaw,Upstream,Fairfax,United States,Unconfirmed,24.04673969,-39.43716416,86.31186293
Hvlxdlrcxfhylyyu,Yzkhhdazplqqkioq,Downstream,Clifton,United States,Yes,3.150753656,-33.69559158,48.0774925
Upffsfivgbajbels,Hvlxdlrcxfhylyyu,Upstream,Beijing,China,Yes,337.5522988,39.91335521,75.56747946
Otpxqsrdbyqpdnkh,Upffsfivgbajbels,Downstream,Mumbai,India,Yes,337.6308612,-20.33019429,-37.53326465
Drnhqtptxbbkkbku,Otpxqsrdbyqpdnkh,Upstream,Berlin,Germany,Yes,646.3869933,-1.016076786,68.87200292
Wtxgmdjjfqhonpds,Drnhqtptxbbkkbku,Upstream,Fairfax,United States,Unconfirmed,592.1351478,21.99728348,-78.4663726
Qahyvfigrfruczgf,Wtxgmdjjfqhonpds,Downstream,Clifton,United States,Unconfirmed,458.8992741,30.71185675,-1.845204083
Cfowulqevwqqvgvx,Qahyvfigrfruczgf,Upstream,Beijing,China,Unconfirmed,1.500929781,-27.22363401,34.18150292
Wypcrabjqqzmccrn,Cfowulqevwqqvgvx,Downstream,Mumbai,India,Unconfirmed,502.2585851,3.779531944,11.30335631
Vvithhybjcjoqdmf,Wypcrabjqqzmccrn,Upstream,Berlin,Germany,Unconfirmed,402.3532792,11.09711741,-85.22365643
Wqthgqhrtvkhkigh,Vvithhybjcjoqdmf,Upstream,Fairfax,United States,Yes,870.6419827,-21.46612548,19.23069929
Vicevjegtjylsbat,Wqthgqhrtvkhkigh,Downstream,Clifton,United States,Unconfirmed,700.8643651,37.72011478,-83.67486064
Oeulorqtynavtihj,Vicevjegtjylsbat,Upstream,Beijing,China,Unconfirmed,315.075556,-1.219389623,48.75556197
Rxmwvqnxzxfldomy,Oeulorqtynavtihj,Downstream,Mumbai,India,Yes,992.4472975,18.10410278,-71.42000662
Smwhqblyhqwgzxjp,Rxmwvqnxzxfldomy,Upstream,Berlin,Germany,Yes,490.3098814,9.549993355,-23.95019346
Vstyvdmzcsnywsbf,Smwhqblyhqwgzxjp,Upstream,Fairfax,United States,Unconfirmed,204.6610183,31.14668803,-68.42928128
Ddzmwyxtxosaurtg,Vstyvdmzcsnywsbf,Downstream,Clifton,United States,Unconfirmed,742.6361157,31.72845307,-10.6731741
Noptmdjcqrthjxvw,Ddzmwyxtxosaurtg,Upstream,Beijing,China,Yes,29.43563859,15.71609785,-74.40354416
Udwrslzrqvnjqipg,Noptmdjcqrthjxvw,Downstream,Mumbai,India,Unconfirmed,421.4202681,-3.515448591,-55.18570147
Wtetoavdypksscid,Udwrslzrqvnjqipg,Upstream,Berlin,Germany,Yes,601.5374479,36.91875718,30.15884017
Fmmhbrgdngrdiiqp,Wtetoavdypksscid,Upstream,Fairfax,United States,Unconfirmed,300.1836793,-21.30542971,-67.53464699
Lulhgdfyedzszdzu,Fmmhbrgdngrdiiqp,Downstream,Clifton,United States,Yes,588.3559697,-19.4223422,-12.34557742
Dqnxhqndmlgkyydz,Lulhgdfyedzszdzu,Upstream,Beijing,China,Unconfirmed,7.328506435,39.11150396,49.82293828
Gexwctmvleqfzauz,Dqnxhqndmlgkyydz,Downstream,Mumbai,India,Unconfirmed,812.5324209,19.19480633,52.11479825
Idfjmnzrrmzhyrzi,Gexwctmvleqfzauz,Upstream,Berlin,Germany,Unconfirmed,15.02005613,13.04661247,-32.31696778
Qnpwojcrbpxvvsjt,Idfjmnzrrmzhyrzi,Upstream,Fairfax,United States,Yes,909.8660606,-14.7408907,-24.60147337
Bzssvnewsbcsuohy,Qnpwojcrbpxvvsjt,Downstream,Clifton,United States,Yes,8.969278986,-10.85831568,-82.44321826
Dymqpjsoyrzlwowv,Bzssvnewsbcsuohy,Upstream,Beijing,China,Yes,597.6798999,-4.978126675,-44.64017698
Dhlrymkkfksezwmq,Dymqpjsoyrzlwowv,Downstream,Mumbai,India,Yes,959.5208318,-27.17592794,-51.45691221
Kotqegtremiqqtpj,Dhlrymkkfksezwmq,Upstream,Berlin,Germany,Yes,884.2616715,18.11516961,-66.4287795
Zzwsyraoqsmkkrpi,Kotqegtremiqqtpj,Upstream,Fairfax,United States,Unconfirmed,457.0432704,-37.6811006,-59.33980975
